RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
3956,15695168,Bruce,625,France,Male,39,6,0.0,2,1,1,2653.55,0,1,4,PLATINUM,688.7419309409637
3957,15754342,Green,597,Germany,Female,60,1,78539.84,1,0,1,2531.34,0,0,5,DIAMOND,741.049387362783
3958,15756610,Carlson,657,Germany,Female,38,7,123770.46,1,0,1,2396.64,1,0,1,SILVER,473.8407533950156
3959,15640917,Tang,633,France,Male,43,8,0.0,2,1,1,2470.51,0,0,4,SILVER,640.2694466359707
3960,15663164,Yudin,663,Germany,Male,49,9,116150.65,3,1,1,989.66,0,1,3,DIAMOND,701.2462105247433
3961,15616811,MacDonald,535,France,Male,47,8,160729.1,1,0,0,905.43,0,0,5,DIAMOND,490.1270513945074
3962,15610781,Watt,702,France,Female,29,9,88378.6,1,1,1,2178.91,0,0,5,PLATINUM,1048.550410965362
3963,15600911,Mbadiwe,712,France,Male,33,5,182888.08,1,1,1,1193.3,0,0,3,SILVER,813.8519942711947
3964,15629603,Chuang,607,France,Male,31,10,0.0,2,1,1,958.94,0,0,5,GOLD,1194.6103622006622
3965,15714981,Sabbatini,476,France,Male,37,10,0.0,1,1,0,2090.81,0,0,1,PLATINUM,582.5220655970264
3966,15775892,Caldwell,748,Spain,Female,23,4,85600.08,1,0,1,4086.57,0,0,3,DIAMOND,854.8781676460578
3967,15782778,Ewers,815,France,Male,35,9,0.0,2,0,0,1934.23,0,0,4,DIAMOND,524.2853391445926
3968,15786643,Tsao,602,France,Male,32,4,0.0,2,1,1,397.15,0,0,3,PLATINUM,271.4551708270335
3969,15595657,Hannam,649,Germany,Male,40,6,95001.33,1,0,1,654.51,0,0,4,GOLD,571.2335705316423
3970,15743673,Wood,551,Spain,Male,27,1,113873.22,1,1,1,1213.61,0,0,2,GOLD,68.08041973673812
3971,15634310,Ko,509,France,Male,30,9,0.0,2,1,1,1338.42,0,0,5,DIAMOND,761.9245049932226
3972,15790809,Lo Duca,685,Spain,Male,40,5,74896.92,1,1,1,564.92,0,0,4,PLATINUM,1022.7193967642922
3973,15668695,Endrizzi,536,France,Female,22,5,89492.62,1,0,0,1462.61,0,0,5,DIAMOND,659.4809805949146
3974,15669281,Ch'iu,711,Spain,Male,38,8,128718.78,1,0,0,4200.31,0,0,5,SILVER,696.9210185836299
3975,15621031,Mofflin,761,Spain,Male,27,4,0.0,2,1,1,2133.58,0,0,4,SILVER,165.05468409245617
3976,15720071,Fiorentini,535,France,Female,49,10,0.0,1,0,0,891.02,0,0,2,GOLD,677.8080576257321
3977,15792180,Chiekwugo,566,Germany,Male,22,9,144954.75,2,1,1,1445.6,0,0,3,DIAMOND,464.1048897697655
3978,15813894,Bogle,620,Spain,Male,21,6,0.0,2,0,1,2253.17,0,0,3,SILVER,532.3764243800936
3979,15669490,Ifeanacho,837,Germany,Male,37,7,94001.61,2,1,0,1922.4,0,0,3,SILVER,417.0977552512935
3980,15783030,Owens,685,France,Female,40,5,0.0,1,1,1,1447.87,1,0,1,SILVER,544.2989835129888
3981,15695792,Ch'ien,673,France,Male,65,6,0.0,1,1,0,1173.18,0,0,4,SILVER,321.7604304763122
3982,15575676,Chung,638,France,Male,24,4,0.0,2,0,0,1618.89,0,0,3,GOLD,477.615658395498
3983,15627665,Sung,614,France,Male,46,6,0.0,1,1,1,2258.63,0,0,3,DIAMOND,663.3947718266845
3984,15814092,Wang,626,France,Female,44,8,0.0,1,0,0,4185.52,0,1,2,GOLD,605.8030698976183
3985,15695225,Sun,834,Spain,Male,38,3,0.0,2,1,1,1755.84,0,0,4,GOLD,325.92397660295285
3986,15615091,Maitland,691,France,Male,24,5,0.0,2,1,1,4519.05,0,0,5,GOLD,689.4421894623256
3987,15794345,Ma,706,Spain,Male,38,5,0.0,2,0,1,917.47,0,0,3,GOLD,594.0198316300863
3988,15726484,Pollard,633,France,Male,37,5,141546.35,1,1,0,959.34,0,0,4,GOLD,611.8405301217226
3989,15650442,Hsieh,644,Germany,Female,32,6,141528.88,1,1,1,1803.36,0,1,3,GOLD,477.04011639539954
3990,15714256,Gerasimov,666,France,Male,30,6,109805.3,1,0,0,718.22,0,0,4,DIAMOND,454.0920849385256
3991,15778752,Johnson,708,France,Male,32,6,86614.06,2,1,1,814.15,0,0,4,PLATINUM,464.6223988265705
3992,15601659,Fiorentino,496,Germany,Female,59,4,0.0,2,1,0,1875.4,1,1,1,GOLD,259.70813555706786
3993,15602811,Chioke,730,Germany,Male,38,3,38848.19,2,0,1,1199.66,0,0,4,SILVER,260.36403630586403
3994,15779414,Rossi,696,Spain,Male,40,4,153639.11,1,1,0,1797.52,0,0,4,DIAMOND,784.9283323505272
3995,15763097,Siciliano,809,Spain,Male,80,5,0.0,2,0,1,2761.71,0,0,4,DIAMOND,393.9653597369478
3996,15633666,Efremov,701,Spain,Female,33,6,123870.07,1,1,1,1910.2,0,0,3,GOLD,514.6564550103575
3997,15718789,Brigstocke,604,France,Male,30,5,0.0,2,1,1,2127.0,0,0,4,PLATINUM,942.115185000798
3998,15690620,Olisaemeka,665,France,Male,39,10,46323.57,1,1,1,3860.95,0,0,4,GOLD,137.80609553192647
3999,15737071,Tang,639,France,Female,60,3,162039.78,1,1,0,2203.88,1,1,2,SILVER,628.260985339932
4000,15665062,Lucchese,696,France,Male,19,7,110928.51,1,1,0,2182.36,0,0,4,PLATINUM,145.12141276546276
4001,15600692,West,520,France,Male,38,7,0.0,2,1,0,372.99,0,0,5,SILVER,679.6664202767134
4002,15792064,Pai,545,Germany,Male,53,6,114421.55,1,1,0,2326.04,0,1,3,PLATINUM,529.5943423065277
4003,15811486,Tang,634,Germany,Female,29,8,130036.21,2,0,1,2073.22,0,1,5,GOLD,869.4220073807131
4004,15626141,Fedorov,750,France,Female,26,4,151510.17,2,1,1,1271.42,0,0,5,PLATINUM,1028.497154588851
4005,15738546,Gboliwe,530,Spain,Female,41,9,0.0,2,0,0,620.39,0,0,5,DIAMOND,398.164899084206
4006,15677052,Ko,589,France,Female,59,9,0.0,2,1,1,904.97,0,1,3,SILVER,643.5811734467779
4007,15656454,Le Gallienne,654,France,Male,37,8,83568.55,1,1,1,198.11,0,0,3,GOLD,927.4178896993644
4008,15645496,Seleznyova,648,France,Female,43,0,139972.18,1,1,0,1800.04,0,0,4,PLATINUM,852.5014478566834
4009,15612505,Joseph,835,Spain,Male,45,3,100212.13,1,1,1,2434.01,0,0,3,GOLD,246.0553761656097
4010,15708513,Bevan,446,France,Female,39,7,90217.07,1,1,1,1007.36,0,0,4,GOLD,625.0729034291179
4011,15685654,Allan,514,Spain,Male,66,3,0.0,2,1,0,2542.29,0,0,4,PLATINUM,558.2962344069396
4012,15732307,Lavrentiev,694,Germany,Male,33,2,124067.32,1,1,0,157.23,0,0,5,DIAMOND,931.7335783612092
4013,15726814,Walton,554,Spain,Male,46,7,0.0,2,0,1,2434.27,0,1,3,GOLD,652.9469272834995
4014,15653776,Salier,720,Germany,Female,57,8,162082.31,4,0,0,1038.14,0,0,2,SILVER,230.43946872129067
4015,15597914,Evdokimov,641,Germany,Female,51,3,117306.69,4,1,0,3030.09,0,0,3,DIAMOND,537.7213777145073
4016,15631603,Ponomaryova,813,France,Male,32,10,122889.88,1,1,1,1927.62,0,0,5,DIAMOND,570.2740023667122
4017,15789753,Millar,480,France,Male,40,3,148790.61,1,0,1,4292.79,0,0,5,SILVER,580.6718785572606
4018,15678034,Grosse,811,France,Male,46,0,180226.24,1,1,1,2094.18,1,1,1,PLATINUM,519.608288299567
4019,15690209,Hsiao,715,Germany,Female,32,9,104857.19,2,1,1,2200.17,0,0,4,PLATINUM,651.4014561916159
4020,15592091,Belbin,620,Spain,Male,31,8,166833.86,2,1,0,1117.88,0,0,3,PLATINUM,730.5948792397634
4021,15647453,Ifeajuna,721,France,Male,42,3,102936.72,1,0,0,2868.06,0,0,5,DIAMOND,856.6462638194453
4022,15697100,Wright,772,Germany,Female,48,7,0.0,1,1,0,671.54,0,0,1,GOLD,160.1911087392616
4023,15811290,Komarova,680,Germany,Male,44,7,129974.79,2,1,1,1662.89,0,0,3,PLATINUM,305.7299589528063
4024,15629187,Titheradge,535,France,Male,38,7,85982.07,1,1,1,1459.73,0,0,4,DIAMOND,732.2756440404942
4025,15758073,Dellucci,655,France,Female,20,9,134397.61,1,0,0,1120.96,0,0,4,GOLD,529.693422865389
4026,15640769,Hobbs,660,France,Male,63,1,137841.53,1,1,1,970.62,0,0,5,GOLD,700.4276121940022
4027,15606641,Beggs,762,Germany,Male,56,8,100260.88,3,1,0,1283.05,1,0,1,DIAMOND,638.2058970467252
4028,15718280,Luffman,662,Germany,Male,39,9,139822.11,2,1,1,185.78,0,0,4,PLATINUM,615.9881324246201
4029,15764335,Caldwell,463,Germany,Female,41,4,123151.51,2,1,0,1834.34,0,0,4,SILVER,713.7883078866545
4030,15634218,Mancini,501,Germany,Male,27,3,95331.83,2,1,0,858.83,0,0,5,DIAMOND,740.8863616393434
4031,15808760,Evseev,603,Spain,Female,42,7,0.0,1,1,1,4664.69,0,1,3,DIAMOND,553.9328964616293
4032,15648461,Hs?eh,688,Spain,Male,37,4,138162.41,2,1,1,1611.09,0,0,3,GOLD,878.6572981434626
4033,15593555,Chinedum,430,France,Male,38,2,0.0,2,1,0,1625.59,0,1,4,SILVER,604.4106612419897
4034,15569079,Hagins,632,Germany,Male,48,5,126066.26,1,1,0,308.77,0,1,3,PLATINUM,606.0411473659032
4035,15800736,Kirwan,601,Spain,Female,42,9,96763.89,1,1,1,1596.98,0,0,3,PLATINUM,714.608876791246
4036,15792607,Little,769,France,Female,38,6,0.0,2,0,0,533.36,0,0,3,SILVER,445.612023784286
4037,15640034,Milligan,551,France,Male,42,7,0.0,1,1,1,203.3,1,0,1,GOLD,594.8973203575938
4038,15807563,Ch'iu,841,France,Female,52,3,0.0,1,0,1,1781.59,0,0,2,GOLD,812.0041573403772
4039,15684461,McKay,469,Spain,Female,31,1,0.0,1,1,1,1224.86,1,1,2,DIAMOND,755.1525048109172
4040,15580134,Crawford,479,Spain,Male,27,7,172463.45,1,1,0,492.3,0,0,3,DIAMOND,586.7274996939703
4041,15679075,Onyemere,701,France,Male,37,4,107798.85,1,1,1,2843.69,0,0,5,SILVER,771.2789809560853
4042,15742504,Azuka,593,France,Male,36,4,70181.48,2,1,0,1836.81,0,0,4,PLATINUM,830.3769591189931
4043,15567328,Ch'en,738,Spain,Male,38,6,177997.07,1,0,1,891.44,0,0,3,PLATINUM,850.7386422169657
4044,15698294,Royster,635,Spain,Male,31,9,0.0,2,1,1,3625.71,0,0,5,PLATINUM,840.8585023110558
4045,15607142,Parkin,658,France,Male,32,6,0.0,1,1,0,1724.98,0,0,5,GOLD,657.2334436416364
4046,15738516,Kozlova,687,Spain,Female,36,7,0.0,1,1,0,1545.04,0,0,5,SILVER,853.9509928419138
4047,15806403,Hu,650,France,Male,37,7,0.0,2,1,1,1556.03,0,0,5,SILVER,514.9284387325968
4048,15656707,Ma,720,Spain,Male,21,5,123200.78,1,1,1,807.64,0,1,4,PLATINUM,316.0340372351449
4049,15653715,Coates,602,France,Female,63,9,0.0,2,1,0,1684.13,0,0,4,PLATINUM,410.77463598674376
4050,15806184,Burns,618,Spain,Male,33,8,0.0,2,1,1,1781.06,0,0,4,SILVER,714.819236952296
4051,15585734,Gouger,803,Germany,Male,41,7,137742.9,2,1,0,2299.77,0,0,5,SILVER,580.9435357776775
4052,15725639,Ignatyev,793,France,Female,63,2,116270.72,1,1,0,1207.81,0,0,5,DIAMOND,865.5593856094753
4053,15618401,Douglas,616,Germany,Male,41,7,113220.2,2,1,1,2413.01,0,0,4,SILVER,805.4871912572708
4054,15785385,Fiorentino,550,Spain,Male,51,5,0.0,2,1,0,1195.46,0,0,3,SILVER,828.4798625479809
4055,15734762,Ignatiev,602,France,Female,56,6,115895.22,3,1,0,2779.76,1,1,2,PLATINUM,457.5302637740711
4056,15767129,Munz,452,France,Female,60,4,121730.49,1,1,1,523.77,0,0,3,SILVER,267.69363537863995
4057,15797204,Paling,655,Spain,Female,28,7,113811.85,2,0,1,2486.71,0,0,4,PLATINUM,587.6082058708117
4058,15769272,Clark,510,France,Female,26,6,136214.08,1,0,0,3238.59,0,0,5,PLATINUM,420.3495159433028
4059,15771966,Akobundu,557,France,Male,39,5,146200.01,1,1,0,2609.98,0,0,3,GOLD,760.9046109997641
4060,15691952,Fanucci,676,France,Male,37,4,106242.67,1,1,1,34.28,0,0,5,GOLD,981.6476676580174
4061,15593250,Hsiao,640,France,Female,29,5,0.0,2,1,1,755.85,0,0,4,GOLD,744.414452688628
4062,15605333,Clancy,529,Spain,Male,31,9,0.0,1,1,1,1442.11,0,0,5,DIAMOND,661.571185679473
4063,15800083,Macdonald,559,France,Male,45,9,24043.45,1,0,1,1866.27,0,0,2,DIAMOND,494.9753588853715
4064,15575691,Palerma,689,France,Female,58,8,0.0,2,0,1,2085.81,0,0,3,SILVER,780.320018407203
4065,15689886,Holden,626,Germany,Male,39,6,132287.92,3,1,1,1111.1,0,1,3,PLATINUM,406.1151795167292
4066,15809838,Moore,697,Spain,Male,30,7,0.0,2,0,1,2430.64,0,0,5,SILVER,463.2723866199625
4067,15736154,Gallo,823,France,Female,44,10,0.0,2,0,1,2547.61,0,0,5,SILVER,988.1541452500388
4068,15767391,Otutodilinna,565,Germany,Female,32,6,90322.99,2,0,1,2146.47,0,0,5,DIAMOND,654.430383080765
4069,15704910,Rios,631,Spain,Male,23,7,0.0,2,1,1,2241.26,0,0,3,GOLD,146.2998466866796
4070,15656613,McGregor,646,France,Female,34,5,131283.11,1,0,1,2574.88,0,0,4,SILVER,642.9092121650401
4071,15611551,Hill,676,Spain,Male,48,7,131659.59,2,0,1,967.53,0,1,5,DIAMOND,799.4165376913438
4072,15732430,H?,850,Spain,Female,54,9,120952.74,1,1,0,3182.89,0,0,3,SILVER,469.79811097927234
4073,15741865,Ferrari,810,France,Female,38,4,153166.17,1,1,1,2104.5,0,0,4,DIAMOND,391.07491394489006
4074,15634143,Onyemauchechi,581,Spain,Male,30,10,53291.86,1,0,1,2240.31,0,0,3,PLATINUM,735.7251483962514
4075,15609676,Nkemakonam,718,France,Female,35,4,167924.95,1,1,1,187.32,0,0,3,SILVER,960.877337458783
4076,15761600,White,713,France,Male,43,8,86394.14,1,1,0,2792.22,0,0,5,SILVER,670.3826517305081
4077,15676404,Kirillov,672,France,Female,50,10,0.0,1,1,1,1924.48,0,0,3,GOLD,645.0592606445309
4078,15659236,Iadanza,781,Spain,Male,33,8,0.0,2,1,1,2363.79,0,0,5,GOLD,565.5841923566768
4079,15690440,Stiles,656,Spain,Male,47,4,0.0,2,1,1,1324.48,0,0,4,SILVER,547.9526247242478
4080,15694601,Ankudinov,583,France,Female,31,10,158978.79,1,1,1,2062.94,0,0,4,DIAMOND,430.84370467659454
4081,15812262,Gaffney,808,Germany,Female,37,10,100431.84,1,1,1,699.52,0,1,3,DIAMOND,542.6522136044514
4082,15762821,Udinese,721,Spain,Male,33,10,0.0,2,0,1,1387.87,0,0,3,SILVER,372.7985604799213
4083,15669301,Romani,778,Germany,Female,29,1,150358.97,1,1,0,1563.34,1,0,1,DIAMOND,231.9292727949162
4084,15672640,Kambinachi,850,Spain,Female,45,6,114347.85,2,1,0,3042.88,0,0,4,SILVER,362.73798092517234
4085,15750458,Hawkins,693,France,Female,39,2,0.0,2,0,1,545.5,0,0,4,PLATINUM,1035.993123408689
4086,15627251,Tsui,520,France,Male,34,5,134007.9,1,1,1,4736.66,0,0,5,PLATINUM,715.5455412845295
4087,15764294,Ifeatu,759,Germany,Male,31,4,98899.91,1,1,1,1369.91,0,0,5,DIAMOND,416.67139055274697
4088,15659962,McIntosh,637,France,Male,60,2,0.0,2,1,1,3478.42,0,0,5,PLATINUM,465.5677377485468
4089,15788536,Armit,755,Germany,Male,40,7,137430.82,2,0,1,2283.6,0,0,5,SILVER,521.035128026675
4090,15596979,Fang,662,France,Female,47,10,0.0,2,1,0,967.12,0,1,4,GOLD,394.5454750491715
4091,15681220,Chou,503,France,Female,37,3,0.0,2,1,1,1799.36,0,0,4,DIAMOND,515.631156784657
4092,15635097,Okeke,599,Germany,Male,39,4,188976.89,2,0,0,1610.2,0,0,3,SILVER,664.6048770608108
4093,15780779,Ramsbotham,583,Spain,Female,40,9,0.0,2,1,1,2021.46,0,0,4,DIAMOND,447.94892057398727
4094,15798470,Scannell,764,Spain,Female,48,5,0.0,1,1,0,1233.81,1,1,1,DIAMOND,584.8204031885608
4095,15760880,Edman,513,France,Male,29,9,0.0,2,0,0,2666.84,0,0,3,GOLD,429.4710700847413
4096,15616929,De Luca,730,Spain,Male,62,0,112181.08,1,0,0,1601.82,0,0,4,DIAMOND,552.9842668055716
4097,15758775,Vasilyeva,820,Spain,Male,34,7,97208.46,1,1,1,2619.05,0,0,4,GOLD,735.4298536346764
4098,15663386,Tuan,597,Spain,Female,26,7,0.0,2,1,1,3612.26,0,0,4,SILVER,681.642456916657
4099,15621267,Ejimofor,637,France,Male,32,4,0.0,1,0,1,3759.51,0,0,4,GOLD,357.8583402382841
4100,15720509,Hs?,696,France,Male,34,7,150856.79,1,0,1,2287.03,0,0,4,GOLD,464.038669442041
4101,15693322,Shaver,635,Germany,Female,37,3,146748.07,1,0,0,2693.78,0,0,4,SILVER,673.4789254497894
4102,15589544,Wallis,673,Spain,Female,57,2,0.0,2,1,1,2418.4,0,0,5,SILVER,850.4611289039481
4103,15772030,Coupp,662,Spain,Male,33,9,0.0,2,0,1,1682.96,0,0,4,GOLD,599.753650058347
4104,15693337,Perry,683,Spain,Male,41,8,148863.17,1,1,1,1456.72,0,0,4,GOLD,349.1400866510048
4105,15676571,Bezrukova,850,France,Male,55,3,0.0,1,1,0,2301.35,0,0,3,DIAMOND,223.5060277500196
4106,15701392,Lucciano,815,Spain,Male,28,5,0.0,2,0,0,1248.35,0,0,5,SILVER,305.89235800992407
4107,15741092,Ingram,671,Spain,Male,34,9,153360.02,1,1,1,1271.27,0,0,4,SILVER,685.1023972806896
4108,15643865,Lo Duca,601,France,Female,40,2,92055.36,1,0,0,1123.34,1,0,1,GOLD,373.4598994252573
4109,15769389,Wan,709,Germany,Female,39,5,124723.92,1,1,1,2199.53,0,0,3,SILVER,686.3498901554152
4110,15807768,Cohn,702,Germany,Male,28,6,103033.83,1,1,1,378.05,0,0,3,PLATINUM,706.8262629693819
4111,15801630,Yen,558,France,Male,40,2,0.0,2,1,0,919.78,0,0,3,PLATINUM,597.5311729330917
4112,15705034,Peng,691,Spain,Male,40,3,0.0,2,1,0,1791.47,0,0,3,DIAMOND,902.4927324255063
4113,15763107,Little,700,France,Female,30,0,0.0,1,1,0,1430.8,0,0,3,DIAMOND,713.6034049178232
4114,15667085,Meng,667,France,Male,33,8,0.0,2,1,0,1503.35,0,1,5,DIAMOND,414.6259077835744
4115,15647008,Adams,624,Germany,Male,54,7,116726.22,1,1,0,448.78,0,0,3,PLATINUM,517.3387557374626
4116,15584505,Hill,580,France,Female,23,4,113923.81,2,0,1,1224.76,0,0,5,PLATINUM,653.6733573314941
4117,15748068,Boyle,571,Spain,Female,31,8,0.0,2,1,0,2557.26,0,0,5,PLATINUM,712.3116612654666
4118,15663964,Pagnotto,561,France,Male,37,10,0.0,2,1,1,307.95,0,0,4,PLATINUM,815.8400771712325
4119,15782311,Feng,529,France,Male,28,4,0.0,2,1,1,1159.94,0,0,4,GOLD,653.9231763672038
4120,15588197,Endrizzi,670,France,Male,36,5,0.0,2,0,1,1686.92,0,0,3,DIAMOND,497.1742951148483
4121,15610105,Shen,666,Germany,Female,21,4,121827.43,2,1,1,1792.9,0,0,5,DIAMOND,921.6295561873444
4122,15606133,Lay,628,Spain,Male,42,4,0.0,2,0,0,296.55,0,0,3,SILVER,788.9996343374635
4123,15599403,Wu,577,France,Male,60,9,125389.7,2,1,0,1749.67,0,0,5,GOLD,699.6972774434125
4124,15648225,Shephard,652,Spain,Female,38,10,103895.31,1,0,0,2302.04,0,0,5,SILVER,687.3551655933047
4125,15608406,Schmidt,678,France,Male,26,5,0.0,1,1,1,1950.09,0,0,2,SILVER,674.7085184956553
4126,15633378,Davidson,692,Spain,Female,49,10,0.0,2,1,1,286.4,0,0,5,PLATINUM,344.5594440963089
4127,15664759,Lamb,675,Spain,Male,32,6,0.0,2,1,1,2831.96,0,0,5,GOLD,827.8677619712807
4128,15625545,Hussey,712,Spain,Male,52,3,0.0,1,1,0,1678.25,1,0,1,GOLD,662.0614473931525
4129,15772148,Ferrari,639,Germany,Female,37,6,151242.48,1,0,1,1225.69,0,0,3,GOLD,590.2985388816103
4130,15810829,Macfarlan,618,France,Male,48,8,0.0,1,1,0,1224.53,0,0,3,PLATINUM,773.5943734402232
4131,15731669,Szabados,554,France,Male,39,3,129709.62,1,1,1,2147.19,0,0,3,PLATINUM,493.4919762207812
4132,15738634,Yuan,533,France,Male,47,10,83347.25,1,1,1,110.46,0,0,4,PLATINUM,529.9167105627433
4133,15737571,Matveyev,540,Spain,Female,28,8,84121.04,1,0,1,1888.17,0,0,5,SILVER,599.4497858559838
4134,15667602,Cheng,704,Spain,Male,33,4,0.0,2,1,1,1581.44,0,0,3,GOLD,417.68268580778056
4135,15684147,Palerma,678,France,Male,43,0,102338.19,1,1,0,3805.38,0,0,4,PLATINUM,348.81305055488497
4136,15789874,Wang,712,France,Female,29,6,87375.78,2,0,1,1193.75,0,1,4,SILVER,575.2783364324213
4137,15757952,Teng,651,France,Male,44,7,0.0,3,1,0,3621.93,1,0,1,GOLD,195.1331076927725
4138,15698732,K'ung,789,Germany,Male,51,5,104677.09,1,1,0,3419.04,0,0,4,DIAMOND,795.1118113903347
4139,15714355,Sinclair,775,Germany,Male,32,4,121669.23,1,0,1,3229.99,0,0,3,SILVER,749.3534180017748
4140,15599090,McKelvey,564,Germany,Male,40,6,108407.34,1,1,0,545.33,0,0,3,SILVER,626.1927064352087
4141,15762048,Yuan,841,Germany,Female,33,7,154969.79,2,1,0,2592.86,0,0,5,PLATINUM,597.4357435347764
4142,15790596,Moran,850,Spain,Male,39,7,141829.67,1,1,1,378.85,0,0,3,DIAMOND,537.3278781065824
4143,15609623,McConnell,637,France,Female,63,6,0.0,1,1,0,1134.82,0,0,3,PLATINUM,573.9269530810939
4144,15711901,Iheatu,500,France,Male,45,5,109162.82,1,1,1,2008.76,0,0,3,PLATINUM,398.04040891296654
4145,15779809,Giordano,655,France,Male,44,10,87471.63,1,0,1,578.78,0,0,5,SILVER,624.6472017659065
4146,15729018,Alexander,666,France,Female,33,5,147229.65,1,1,0,3010.51,0,0,4,SILVER,337.14651029870794
4147,15698246,Gordon,658,France,Female,24,5,0.0,2,1,0,3006.31,0,0,5,PLATINUM,780.4351529418093
4148,15712409,Tang,749,Germany,Male,66,2,182532.23,2,1,0,2095.91,0,0,4,GOLD,505.7124758026041
4149,15758306,T'an,654,France,Male,32,8,0.0,2,1,1,2320.52,0,0,3,SILVER,197.3278741384654
4150,15621435,Davies,623,France,Female,39,6,160903.2,1,0,1,3252.92,0,0,5,PLATINUM,267.10670878217786
4151,15566295,Sanders,761,France,Female,33,5,138053.79,2,1,1,1381.67,0,0,3,PLATINUM,824.1758990943333
4152,15569098,Winifred,627,France,Male,44,10,153548.12,1,0,0,1871.47,0,0,2,DIAMOND,840.3318880651515
4153,15662532,Holmes,757,Germany,Male,31,5,149085.9,2,1,0,621.13,0,0,3,SILVER,428.2914435722465
4154,15664001,Riddle,695,Germany,Female,53,9,95231.91,1,0,0,1906.73,0,0,1,SILVER,298.74373350965783
4155,15703437,Chinedum,726,France,Male,34,3,0.0,2,1,1,2598.48,0,0,4,PLATINUM,797.4619457012345
4156,15708003,Aleksandrova,587,Spain,Male,41,5,85109.21,1,1,0,1867.1,0,0,4,GOLD,635.2651487269436
4157,15599452,Conti,605,Germany,Female,43,8,125338.8,2,1,1,1328.35,0,0,4,SILVER,826.6475928436444
4158,15719793,Watson,850,Spain,Male,62,8,0.0,2,1,1,2261.99,0,0,5,GOLD,241.60560557425487
4159,15771580,Davison,850,France,Female,38,3,106831.69,1,0,0,2583.98,0,0,3,SILVER,680.1402629250994
4160,15732268,Cook,751,France,Male,29,7,159597.45,1,1,0,2407.33,0,0,4,PLATINUM,837.7527125202522
4161,15722350,Udinesi,627,Germany,Female,37,0,147361.57,1,1,0,613.74,0,0,4,DIAMOND,789.9243261876727
4162,15611371,Siciliani,736,France,Male,43,6,176134.54,1,1,0,3639.07,0,0,5,GOLD,360.8707491120199
4163,15673584,Bell,652,France,Female,74,4,0.0,2,1,1,646.18,0,1,3,GOLD,793.4807327476343
4164,15636396,Jackson,627,France,Female,35,3,0.0,2,0,0,1181.27,0,0,3,GOLD,688.2799931262655
4165,15706170,Onyemere,636,France,Male,34,7,84055.43,1,0,1,830.4,0,0,4,DIAMOND,182.89909676654764
4166,15725478,McClemans,775,France,Male,60,3,0.0,2,1,0,1943.13,0,0,5,SILVER,860.2964363916628
4167,15654562,Ma,850,Spain,Female,45,2,174088.3,4,1,1,1768.38,0,0,3,GOLD,720.4225947020336
4168,15737509,Morrison,850,Spain,Male,34,3,199229.14,1,0,0,1447.18,0,0,4,SILVER,568.3849106276958
4169,15690796,Chambers,516,France,Male,37,10,0.0,1,1,0,3510.98,0,0,4,PLATINUM,439.9829835534039
4170,15716728,Basedow,513,Spain,Female,42,8,0.0,2,0,1,1495.15,0,0,5,DIAMOND,465.465504843649
4171,15605665,Nwora,673,Germany,Female,69,10,78833.15,2,1,1,401.11,0,0,5,SILVER,658.6512182806889
4172,15748481,Howey,564,France,Female,27,6,0.0,1,0,1,2266.26,0,0,3,PLATINUM,384.37473493685087
4173,15757777,Pai,636,France,Female,35,6,0.0,2,1,1,1562.52,0,0,3,DIAMOND,462.0046278062872
4174,15747808,Ni,712,France,Male,29,5,102540.61,1,1,0,69.82,0,0,4,PLATINUM,561.264967495694
4175,15810593,Forbes,568,France,Male,51,6,0.0,3,1,1,1169.09,0,0,4,SILVER,572.5999862169186
4176,15693376,Baryshnikov,741,Spain,Male,43,4,0.0,2,1,1,1512.42,0,1,3,SILVER,470.03679313557086
4177,15579808,Kramer,754,Germany,Female,39,9,129401.87,1,1,1,2168.41,0,0,3,GOLD,914.0448053841308
4178,15598275,Sochima,709,France,Female,32,5,0.0,2,1,1,3303.66,0,0,5,GOLD,680.650495802079
4179,15737080,Marchesi,510,France,Female,32,0,0.0,2,0,0,1028.25,0,0,5,SILVER,584.2002405130867
4180,15668580,Todd,716,Spain,Male,33,7,0.0,2,1,0,2571.05,0,0,5,PLATINUM,56.09102813351228
4181,15569438,Mai,607,Germany,Male,36,2,106702.94,2,0,0,1933.18,0,1,4,SILVER,757.584341219225
4182,15675842,Pinto,656,Spain,Male,26,6,139584.57,1,1,1,1099.14,0,0,3,SILVER,263.2344701647485
4183,15577587,Reynolds,550,Germany,Male,52,5,121016.23,1,1,0,2859.26,1,1,2,DIAMOND,374.69030722658096
4184,15625592,Sal,486,France,Male,26,8,0.0,2,1,0,2655.71,0,0,4,PLATINUM,160.7196500661072
4185,15635141,Miller,598,Germany,Male,59,7,118210.42,2,0,1,1867.09,0,1,3,DIAMOND,346.2395087292345
4186,15642570,Scott,675,Spain,Male,35,5,0.0,2,1,1,503.97,0,0,3,PLATINUM,668.7037743644863
4187,15702175,Herrin,755,France,Female,29,0,148654.84,2,1,1,1965.61,0,1,4,GOLD,555.26072760145
4188,15677785,Stevenson,656,Spain,Male,32,4,136963.12,1,1,1,398.06,0,1,5,GOLD,425.927927891149
